STUDY_ID	SAMPLE_ID	ESR1	ERBB2	PGR	TP53	PIK3CA	GATA3	FOXA1	MLPH
brca_metabric	MB-2721	9.980334876	10.15778892	7.639329282	6.279239603	6.522305254	11.62584974	11.69669691	12.12208616
brca_metabric	MB-2724	6.144152075	6.847078099	5.203274321	6.235777989	6.053628687	6.681573969	5.324471778	5.861956385
brca_metabric	MB-2725	10.55890705	10.27186292	8.511249046	6.155572189	5.80146795	11.05321404	11.35438019	12.42185905
brca_metabric	MB-2728	9.965691684	10.41903082	6.024846992	5.746420485	6.192266091	9.542002836	10.99819943	11.37810837
brca_metabric	MB-2730	12.43220016	10.15701562	5.485860084	6.034564017	6.1623561	9.201450866	11.0964461	11.42613705
brca_metabric	MB-2735	8.876744123	11.1517787	5.514281362	6.44393972	5.979910837	9.996432716	11.09616439	12.19173521
brca_metabric	MB-2742	5.850966093	14.1522563	5.300884064	6.523920854	5.836108913	6.990175432	10.35079829	9.321770546
brca_metabric	MB-2744	9.120526323	11.09267845	6.805638509	6.695461314	5.997391314	9.093153214	10.91243445	11.90023093
brca_metabric	MB-2745	11.25683797	11.41558567	7.520628358	6.152975771	5.683288598	10.81217277	11.6977035	13.22370106
brca_metabric	MB-2747	11.63595267	10.89040131	6.46296914	6.159318647	5.698720866	10.54093709	11.76003095	11.99986165
brca_metabric	MB-2749	11.39639645	10.23469381	6.122964883	6.143907734	5.861826165	10.12320236	10.89174154	12.32358967
brca_metabric	MB-2750	9.876766259	11.4460109	5.38349967	6.040463341	5.84824412	10.73789579	11.64362893	13.00686531
brca_metabric	MB-2752	10.22044131	9.994028544	7.477188815	6.334363386	5.845594494	10.31851678	11.41465819	11.57286174
brca_metabric	MB-2753	5.67465029	10.65984208	5.263256104	5.525984463	5.668442216	7.047912596	6.183162627	6.973970671
brca_metabric	MB-2754	6.407398301	11.02840481	5.33299095	6.030314346	6.032274161	7.700200982	10.86910205	11.87047589
brca_metabric	MB-2758	5.885259606	12.60907163	5.421949086	5.984272156	6.289808421	6.493406191	10.32092811	10.53822092
brca_metabric	MB-2760	11.66884324	9.870952431	7.475359463	6.343001226	5.825000624	10.45934601	11.70714911	12.4451187
brca_metabric	MB-2763	12.04391439	10.15978617	7.366030684	6.286114835	6.100235413	10.44265795	12.08832596	12.96822487
brca_metabric	MB-2764	9.427032123	9.321338543	5.666202889	6.083325036	5.786019573	8.442969118	9.594416496	10.42534403
brca_metabric	MB-2765	11.71365919	9.738109011	7.637535078	6.092661962	6.464917519	9.971955453	10.67959468	10.48572693
brca_metabric	MB-2767	9.006757926	10.11606812	6.327729611	6.46639649	6.198069846	10.38677797	11.1243124	11.46295133
brca_metabric	MB-2769	11.86940706	10.24579934	6.485222948	5.947426201	6.569770055	10.89817111	11.82288052	12.25146028
brca_metabric	MB-2770	10.79132313	9.681699907	8.642450703	5.902342555	5.984173551	9.667411218	11.79374124	13.32010165
brca_metabric	MB-2771	5.541664374	9.669582064	5.22082087	5.554639445	6.627839015	5.635907103	5.221176428	6.211147524
brca_metabric	MB-2772	9.830759306	9.740613785	6.212216499	5.938330458	6.259857571	9.202563429	10.50627752	10.83164247
brca_metabric	MB-2774	11.21393926	10.4931375	7.141050784	6.040962424	5.974625529	9.542781231	11.3962674	12.29569605
brca_metabric	MB-2778	10.4551021	9.911013491	8.451649537	6.191288443	5.773706703	9.099247548	11.21779227	11.27966379
brca_metabric	MB-2779	10.42712395	11.13213735	6.360678054	6.125082896	6.226167841	9.892996081	11.82647539	12.00576332
brca_metabric	MB-2781	10.1284202	11.19051627	6.600382423	5.920650358	5.730904086	10.04661403	11.04479343	11.68055101
brca_metabric	MB-2786	11.13100867	13.75595036	5.858880599	6.075022539	5.854505358	9.240558102	11.59638217	11.07158516
brca_metabric	MB-2790	9.977858346	9.962320951	7.7645325	6.382588123	6.088311533	10.33917523	11.38567548	11.95279806
brca_metabric	MB-2791	9.991665432	11.10230162	7.067201121	6.547096318	5.803211974	10.57296844	11.27986366	12.34456235
brca_metabric	MB-2792	8.972444698	10.47964973	5.861366445	5.80140653	6.092678663	9.536459707	10.61395125	11.19833896
brca_metabric	MB-2793	11.50983903	11.02344282	7.367552493	5.955138744	5.979593614	10.44758106	11.38397629	12.90224966
brca_metabric	MB-2795	9.378762117	9.364820696	5.792415234	5.842805374	5.928889131	9.888742045	10.64811765	12.23628491
brca_metabric	MB-2796	10.5014742	9.528705836	8.40951259	6.335942289	6.271191335	10.33403845	11.1857735	10.97656988
brca_metabric	MB-2797	10.81174647	11.20423076	6.357395823	5.963771494	5.836810933	11.50587306	12.02051294	12.21881301
brca_metabric	MB-2801	11.92009981	9.678201866	6.578554403	5.617099384	6.434284414	9.713408373	11.51576053	12.0741189
brca_metabric	MB-2803	11.43208066	10.05628503	5.632305186	6.073279087	6.031422195	10.71025078	12.09229909	12.51905125
brca_metabric	MB-2814	11.87011672	10.66353865	6.808378383	6.008753501	5.683915902	9.838110237	11.74592339	12.26636001
brca_metabric	MB-2815	10.30860339	11.29594661	7.807004716	6.17487491	5.651714424	10.05886499	11.30437372	12.25508645
brca_metabric	MB-2819	11.31907526	10.31714537	7.235236239	5.981012938	6.11411412	10.86154496	11.932681	11.76001269
brca_metabric	MB-2820	10.00555454	10.80626726	6.026635576	5.858537527	6.209066492	11.29605868	11.91085594	11.52528517
brca_metabric	MB-2821	5.986886629	8.441771122	5.861396161	6.281647723	6.789448524	6.484792245	7.052173208	7.18835889
brca_metabric	MB-2823	8.875594013	14.07518223	6.174872402	5.551153413	6.488135566	9.188537638	11.69084328	11.3692973
brca_metabric	MB-2827	5.768637557	9.614623829	5.704387263	5.770084103	5.965884945	6.434396728	5.687839143	7.964349742
brca_metabric	MB-2833	5.977227062	8.715753361	5.396224288	5.950529016	6.150714524	6.145552723	9.063924027	10.24978301
brca_metabric	MB-2834	6.068487714	10.16400789	5.457645025	6.240458379	6.675762	6.434536967	10.63887201	10.19035465
brca_metabric	MB-2835	11.0527214	10.10195151	6.762792588	6.032285423	6.049815878	10.10534383	12.14337009	12.12189045
brca_metabric	MB-2838	9.982347944	9.95762978	8.432552218	5.979777833	6.175174132	8.956722122	11.09951265	12.18595866
brca_metabric	MB-2840	10.9378834	10.26868743	5.486554951	5.438542602	5.672900535	10.19241767	11.71506115	12.82574435
brca_metabric	MB-2842	5.804004642	9.409638743	5.274835467	6.176320108	5.911281064	6.271459238	7.837088805	6.98004028
brca_metabric	MB-2843	10.77026721	10.16118673	5.599244115	5.602750543	5.940100291	9.005615931	11.03459924	11.2190718
brca_metabric	MB-2844	10.36214621	12.06220366	5.285126866	6.034026533	5.710924081	9.480774777	11.07039699	10.29248673
brca_metabric	MB-2845	9.975958626	9.531656351	5.230717805	5.470786331	5.740429329	9.135681217	10.13612384	11.03919005
brca_metabric	MB-2846	8.586387739	10.08380102	5.303639238	5.715928157	6.382273776	7.969463669	11.20671199	11.58376796
brca_metabric	MB-2847	6.013731954	14.43511019	5.285939673	5.336883223	5.755354066	9.152677229	12.00767519	12.00023119
brca_metabric	MB-2848	9.39872487	10.86050949	7.322833009	5.760069349	5.5104819	9.032995326	10.77045728	11.77735739
brca_metabric	MB-2849	6.233277547	9.676233239	5.298820491	5.358203255	5.691089972	6.582311648	9.832457407	11.37510474
brca_metabric	MB-2850	5.882023975	8.638349685	5.620460281	6.033226225	6.29673261	7.285507872	6.159716822	7.561942611
brca_metabric	MB-2851	9.248533871	10.11983721	6.568906363	5.52792693	5.986762751	8.633091575	10.51682256	11.6551771
brca_metabric	MB-2853	9.979295057	9.981830756	5.554058117	5.297509329	6.055083672	11.18922238	11.90406231	11.29703991
brca_metabric	MB-2854	11.76616076	11.10089366	5.542834897	6.045673061	6.109957682	10.91186716	11.61562289	12.74775946
brca_metabric	MB-2857	6.149831207	8.87088921	5.600583379	5.44453922	6.262994463	6.859339056	7.135286274	6.646717827
brca_metabric	MB-2858	10.34608213	10.84304343	6.681846917	5.743563498	6.28344433	8.763156424	11.52417767	11.48256552
brca_metabric	MB-2863	11.16137951	10.6664598	5.211828398	6.000966366	5.645661605	12.51243471	12.39231965	12.33203839
brca_metabric	MB-2867	9.732760718	9.996431614	7.708521252	5.878752272	6.17856133	9.934813035	11.05596248	11.59364548
brca_metabric	MB-2895	6.391519005	13.30668785	5.349757203	5.824860424	6.130662629	6.226906811	10.27578514	10.56524636
brca_metabric	MB-2896	10.03651034	9.808010647	5.431951469	5.742080008	5.692433084	10.21962808	10.83073794	10.66789031
brca_metabric	MB-2900	9.861778508	9.90065864	5.799822008	5.930265321	6.20097734	9.192021272	10.59798851	11.11899391
brca_metabric	MB-2901	11.10898657	10.17963193	7.109051976	5.778400246	6.396150448	11.83249912	12.18420061	12.61287779
brca_metabric	MB-2904	6.392100628	10.5059163	5.296098835	5.345373469	5.554042798	6.918365072	7.067004828	7.747789191
brca_metabric	MB-2912	5.592696265	9.437090498	5.069112848	5.225320167	6.260203766	7.088178043	6.720307581	8.126688304
brca_metabric	MB-2916	8.747533418	9.952546624	8.237363072	6.358425628	5.916755593	9.889539355	10.93322807	11.38631871
brca_metabric	MB-2917	5.766160589	9.224780036	5.230080879	5.932146582	6.454415145	8.268547978	8.217274977	8.896373893
brca_metabric	MB-2919	11.34503661	10.19083678	5.769129284	6.117591635	5.849376203	10.32126486	11.73009406	12.07656137
brca_metabric	MB-2922	6.644460369	11.92009268	5.270331099	5.439305557	6.317804009	8.166481789	11.26795256	10.72638878
brca_metabric	MB-2923	5.512747783	14.28849665	5.166709492	6.40255155	6.528297436	8.861621843	11.76298848	11.75397629
brca_metabric	MB-2927	10.77817179	9.360755576	8.030129814	6.002912956	6.315133049	9.009250179	12.02101451	12.04608497
brca_metabric	MB-2929	5.876797006	10.30487542	5.307795516	5.869891249	5.891060186	6.955842635	10.85732451	11.89293773
brca_metabric	MB-2931	8.853913852	11.09481697	7.704867237	5.591741305	5.95035356	10.97047861	11.12995567	11.7120689
brca_metabric	MB-2932	12.32312459	10.61583146	6.189727284	5.607417577	6.415541861	10.34524188	11.92610823	12.27514462
brca_metabric	MB-2933	10.44882838	10.55018312	6.980616895	6.02113582	5.617770154	10.45317107	11.8106213	11.4117073
brca_metabric	MB-2939	11.12208555	13.13573484	6.290425186	5.710903069	6.008762195	9.734829944	11.25456776	11.57912474
brca_metabric	MB-2944	11.07493455	10.18505495	6.152614757	6.052462676	5.925515954	9.76549775	11.75658947	12.06608248
brca_metabric	MB-2947	10.80363112	9.208242135	8.820058422	5.658250716	6.095438874	9.913700004	10.91818625	12.9145336
brca_metabric	MB-2951	9.560833585	10.07412176	6.743274321	5.428685801	6.098517353	8.765732898	10.88150189	11.35482251
brca_metabric	MB-2952	12.39176943	10.96008222	5.882226441	6.239495316	6.068366655	11.54842836	11.83660077	12.54084614
brca_metabric	MB-2953	8.577474965	9.122438276	6.418179872	5.476725852	6.388467041	9.411799908	11.34650049	11.02974839
brca_metabric	MB-2954	11.34393199	9.664124168	6.208214469	6.480980871	5.795281494	10.17077183	12.04486614	12.79121476
brca_metabric	MB-2957	5.828687252	9.220719924	5.402553779	5.937244322	6.672650207	6.255224252	5.753342393	7.63034107
brca_metabric	MB-2960	11.8541615	9.908707535	5.43806024	6.086287611	6.141748054	11.01886337	11.62320575	12.06015671
brca_metabric	MB-2963	6.730964197	10.03341058	5.539638656	6.136657942	6.028032925	8.573933898	9.834469316	9.372704658
brca_metabric	MB-2964	8.126934458	12.44753299	5.34736966	5.841014839	5.714101722	10.3600878	11.42154038	11.17795675
brca_metabric	MB-2966	10.43200206	9.746479731	7.83067851	5.577356687	6.012661377	10.31039587	11.1185126	11.99485831
brca_metabric	MB-2969	9.710858271	10.08893008	7.038725086	5.581440028	6.257351764	9.66531496	11.26440436	11.29558188
brca_metabric	MB-2970	9.357348923	9.416911563	7.537329469	5.395623709	5.930648156	10.06714459	11.29139847	11.46494726
brca_metabric	MB-2971	10.90082226	10.24106317	6.755610498	5.944691917	5.929900134	9.657756956	11.55551623	12.0220384
brca_metabric	MB-2977	9.011831737	10.08421692	7.736477124	5.889633319	5.981330278	9.456444455	10.90865797	11.65077453
brca_metabric	MB-2983	10.65880809	14.1397511	8.19046405	5.408047367	5.963595259	10.13370454	11.65383273	12.07757074
brca_metabric	MB-2984	10.4324884	12.61382208	5.206534745	5.817347354	5.929495782	9.740801609	10.8245957	12.06835331
brca_metabric	MB-2990	11.03807021	11.4566064	6.89168316	6.399427652	5.808564396	11.70388853	12.07181675	13.43161927
brca_metabric	MB-2993	7.137746857	9.277436502	5.448569082	6.488503868	5.925143742	6.970420992	7.331705646	8.264621178
brca_metabric	MB-2994	9.875667164	13.22526494	6.850869655	5.976908791	5.866409949	10.16212341	11.27439933	11.83485882
brca_metabric	MB-2996	11.48712614	10.21229962	8.308082511	6.051397558	6.08570829	9.901222412	11.17991503	11.67540649
brca_metabric	MB-2999	10.65359947	11.75994599	5.210223257	5.640039244	6.046753812	11.27401524	11.78793776	12.39114177
brca_metabric	MB-3001	6.190913508	8.279106493	5.28045981	6.433661845	6.362959228	5.553312772	6.459026315	7.616188227
brca_metabric	MB-3002	10.72889444	10.16643474	5.50595357	6.295760748	6.254605059	9.988148158	10.94651866	12.27999473
brca_metabric	MB-3005	10.06325599	10.39732834	7.238610174	5.978933939	6.016614326	10.56167967	11.36647033	11.71220164
brca_metabric	MB-3006	10.03201505	9.725673214	5.328393317	5.863571261	5.917408929	8.318690976	9.949707258	10.50032093
brca_metabric	MB-3007	10.73452849	11.75450782	6.569663937	6.69208842	5.947595273	10.43437857	11.72909553	11.45579422
brca_metabric	MB-3008	10.18434338	10.49039203	6.304726263	6.289677604	5.687695989	10.95369948	11.70674876	12.91065153
brca_metabric	MB-3013	8.751056064	9.347113605	5.622872384	5.83499884	6.012209197	9.991164555	10.91787717	10.81466689
brca_metabric	MB-3014	5.570610599	9.778115004	5.347693029	5.676567023	6.456964693	7.490150857	6.044387104	6.147680345
brca_metabric	MB-3016	11.19004634	9.472325633	6.062845583	6.080553072	6.204743714	9.164699596	11.06087408	10.86783511
brca_metabric	MB-3021	11.21750891	9.570830812	9.912862488	6.107844745	5.825183006	8.742642591	11.01105114	12.15297686
brca_metabric	MB-3025	5.511343132	13.98871236	5.303734561	5.253199935	6.050181189	8.02623717	11.31725925	11.85294895
brca_metabric	MB-3026	11.70108634	9.81931651	5.679634466	5.782489627	5.776929769	10.86936517	11.22803803	11.80944951
brca_metabric	MB-3028	8.127866028	12.26561578	5.298615464	6.018743369	5.215813347	9.389687974	11.34543253	11.60167379
brca_metabric	MB-3031	7.902696917	13.86309962	5.459702627	6.434361166	5.989385992	9.011153168	10.68322001	11.59926816
brca_metabric	MB-3032	9.360520225	9.81649511	7.439439497	5.757277129	5.962790482	9.9349458	10.78345776	11.62315669
brca_metabric	MB-3033	11.28157236	10.09888851	8.479620701	6.115897026	5.959780477	10.49492448	11.29182017	12.49683845
brca_metabric	MB-3035	9.98566349	9.926720822	5.772880328	5.842757358	6.11785143	11.27649875	11.76019331	11.82868539
brca_metabric	MB-3037	10.57255243	9.867932961	9.11330226	6.582348077	6.140319531	9.616731008	11.49573742	12.66522388
brca_metabric	MB-3046	5.945346488	10.21586126	5.09116187	5.673397549	6.486338292	7.709889163	7.644789457	9.154608616
brca_metabric	MB-3049	8.863176086	10.48919468	6.304015458	6.053088861	5.781962967	10.05825642	10.79353619	11.98602551
brca_metabric	MB-3050	12.82593527	11.00415341	5.269241686	5.697488046	6.076633129	9.127700916	11.85089733	10.82803689
brca_metabric	MB-3057	5.611360944	9.1385262	5.323117031	5.683742429	6.31977555	6.892349557	5.368618358	5.92866682
brca_metabric	MB-3058	5.934686214	9.182716057	5.455894254	5.682417029	6.35918974	6.690017263	6.223117888	9.216513326
brca_metabric	MB-3060	10.27129564	10.07764908	5.649540098	5.82161403	5.848880345	10.54656168	11.60206823	12.08432495
brca_metabric	MB-3062	6.117364266	8.616461455	5.391444864	6.973206836	5.931191816	6.914849329	5.670649545	8.223211061
brca_metabric	MB-3063	5.539984228	10.2928374	5.407988296	5.518323058	6.311530472	7.297213893	5.636049367	7.157132145
brca_metabric	MB-3064	9.41143225	10.8558318	6.837195631	5.978814644	6.526981014	9.456113237	11.32878391	11.38079753
brca_metabric	MB-3067	6.16720203	9.674245154	5.145460004	6.623640219	6.113842677	7.169445432	5.289601953	7.049930405
brca_metabric	MB-3079	9.912142653	11.27858656	7.758624934	6.64483173	6.311302996	10.96007181	11.31614978	12.29064625
brca_metabric	MB-3083	11.89936614	11.019132	5.915130344	5.981470447	5.805000519	10.23285352	11.30937471	13.00954302
brca_metabric	MB-3085	9.057157465	10.39543184	6.231302109	6.316034546	6.444070227	9.349034091	10.98151264	11.98174167
brca_metabric	MB-3088	11.44300342	11.20477144	6.812882881	6.147539628	5.995278239	11.04046445	11.47168419	12.63296825
brca_metabric	MB-3092	12.10750704	10.70041915	6.859286692	6.167943683	6.568595866	10.52631137	11.81405934	12.84086314
brca_metabric	MB-3102	10.7048995	10.92808476	6.300331615	6.120177448	6.415928298	10.45910002	11.42717233	11.90414332
brca_metabric	MB-3103	10.62295627	14.40728735	5.64340244	6.504592004	6.41297347	9.329272736	10.96650011	10.40120292
brca_metabric	MB-3104	9.656483745	12.85915058	5.864216747	6.13235959	6.174098037	10.41539643	11.65988804	12.82315978
brca_metabric	MB-3105	9.656158022	10.85647449	8.84830432	6.689338264	6.097302215	9.540110748	11.60068972	11.88322073
brca_metabric	MB-3110	9.661953435	10.75769974	5.52848495	6.068687124	6.646718265	10.54832791	11.1880983	12.22492762
brca_metabric	MB-3121	11.33525809	10.21905551	7.278471932	6.176298061	6.278547183	9.784289194	11.64206195	12.04636993
brca_metabric	MB-3122	9.111283064	12.26134587	5.36974366	6.28940008	6.510776353	8.582758558	11.50694468	11.43253166
brca_metabric	MB-3123	5.568022135	12.00393233	5.11180275	6.495455989	5.985240636	6.150501862	6.908990464	9.213327269
brca_metabric	MB-3153	7.088803952	10.26575741	5.399071685	5.943257895	7.789059918	8.599766651	9.490822368	11.03697314
brca_metabric	MB-3165	7.286760638	9.433150104	5.172069071	5.468146896	6.195522235	9.498013832	11.1308307	9.533574792
brca_metabric	MB-3167	11.75444725	11.47104419	6.239637098	6.197224453	5.943285445	10.99879306	11.59318055	12.0043047
brca_metabric	MB-3171	12.29084475	10.72987961	6.708350643	5.592669499	6.315484775	9.883835032	11.49125763	12.57345931
brca_metabric	MB-3181	11.09006489	9.297398531	6.160773478	5.969668	6.472911808	10.23649936	11.39820221	11.33518121
brca_metabric	MB-3211	5.464609557	9.337319055	5.422545822	5.686341762	6.736155797	8.095331455	5.341871429	8.874264061
brca_metabric	MB-3218	5.765178132	10.03485112	5.197607424	5.90399734	6.446598627	5.645872277	5.967295266	9.140926327
brca_metabric	MB-3222	8.81666207	10.3392934	7.734962936	6.29858933	5.982558931	9.811938913	11.28032076	11.97039884
brca_metabric	MB-3228	10.47887428	11.08491352	6.645556829	6.224008354	6.068955995	10.31630955	11.8522417	11.50928358
brca_metabric	MB-3235	9.317938853	13.85357554	6.236054421	6.393076926	6.209451698	9.580996892	11.22822236	10.30519895
brca_metabric	MB-3252	10.3313448	10.71148716	7.58130051	6.243778107	5.92872566	9.640480051	11.32032547	12.52533129
brca_metabric	MB-3253	9.66883521	10.31872203	6.339001777	6.428960511	5.792327502	9.206170381	11.21369733	11.46549521
brca_metabric	MB-3254	10.35823606	10.34589901	7.841018364	6.034978812	5.727276707	10.49710567	11.21064712	11.96577865
brca_metabric	MB-3266	10.48219533	10.98513271	5.868435158	6.150149235	5.893163631	9.498443305	10.85416682	11.26351187
brca_metabric	MB-3271	6.279069388	9.085095714	5.121106255	5.77907908	5.817045439	5.792394503	5.89228605	7.927633351
brca_metabric	MB-3272	11.06652008	12.74299338	7.050986942	5.567248022	5.936088894	8.987047763	11.13079109	11.04409789
brca_metabric	MB-3275	9.675668603	9.67376709	6.222258605	6.082913702	6.103688038	9.580152193	10.95318232	10.78935451
brca_metabric	MB-3277	6.75853572	8.84148946	5.489341826	6.431270859	5.940000859	8.073088766	5.736867306	7.833345771
brca_metabric	MB-3292	6.031830085	9.283164043	5.487787645	5.783962191	6.056222903	6.607432051	6.272157132	6.909369088
brca_metabric	MB-3295	10.7916384	10.98951474	6.600929565	6.1188152	6.07950352	9.945886015	11.15407004	11.89753039
brca_metabric	MB-3297	7.560292041	9.05429965	5.58784813	6.772812337	6.470329698	6.132108662	6.782449445	7.305492962
brca_metabric	MB-3298	11.17757154	10.3011121	6.163535831	5.838353831	6.851782266	9.480564459	10.98562332	12.04974788
brca_metabric	MB-3300	11.45842868	10.22480408	5.805277086	6.038729865	5.743265404	11.27110767	11.10475022	11.75503361
brca_metabric	MB-3301	10.1266834	10.38859097	7.918104357	6.169627805	6.267505613	10.5356597	11.04649384	12.02336012
brca_metabric	MB-3303	10.72803134	10.47294039	6.551408516	6.107347706	5.887918413	10.2353978	11.30989989	10.70336287
brca_metabric	MB-3328	11.61755366	11.68450237	5.35144645	5.858723372	6.04434356	10.69564236	11.64817746	12.62171226
brca_metabric	MB-3329	5.906300737	14.46404002	5.46364846	6.708330632	6.059836697	7.472362696	11.63438355	11.69339282
brca_metabric	MB-3341	11.53638969	9.311743661	7.169067363	5.820000941	5.991852925	10.45105144	11.40663391	12.06428543
brca_metabric	MB-3344	10.96215722	10.96211863	7.59527314	6.050359116	6.183351424	10.35490211	12.01045528	12.87906424
brca_metabric	MB-3350	11.65772183	9.601364342	7.460522436	6.549874827	6.175443915	10.71245265	12.36779427	12.65047382
brca_metabric	MB-3351	10.18539918	10.78520282	8.575116718	6.338458832	6.408322499	10.34377667	11.8646485	12.0221608
brca_metabric	MB-3355	5.492472363	14.31689975	5.15069535	5.7926967	7.57613668	8.688877065	11.0867651	11.25058692
brca_metabric	MB-3357	9.499873584	11.42786901	7.88351937	6.807566971	6.198253461	9.893157455	11.54297237	12.38615803
brca_metabric	MB-3360	9.336185545	14.19735326	7.008172631	6.652179251	6.178797567	9.281714451	11.99254969	11.41723932
brca_metabric	MB-3361	10.83823044	14.35783217	5.783069476	6.235674192	6.050026617	9.412424511	11.65080603	11.37011264
brca_metabric	MB-3363	7.908266145	9.870099504	5.35639769	7.166995264	5.949741351	5.401413675	6.41575038	7.362105265
brca_metabric	MB-3365	10.78158705	9.5645981	8.930587634	6.447866049	6.111931317	9.411605681	12.06304432	11.89833534
brca_metabric	MB-3367	7.444145595	9.941069245	5.468197644	5.602608092	6.141733874	6.683696036	6.676024862	6.978346953
brca_metabric	MB-3371	10.78842705	11.88347173	5.829717404	5.962193299	6.124239688	11.20406198	11.49922533	12.88701157
brca_metabric	MB-3378	11.51514524	10.27540641	6.374571068	6.224648151	6.525968188	9.604002854	11.38461853	12.11047593
brca_metabric	MB-3379	11.50486007	13.03061971	5.984187493	5.797557883	6.317517317	10.7505782	11.72154971	12.49236303
brca_metabric	MB-3381	9.290414484	10.78346239	6.253095631	6.004026785	6.125646056	9.31650895	10.81687193	11.33009518
brca_metabric	MB-3382	9.463885312	13.12473974	5.38768687	6.007911862	6.065416818	8.976424885	11.35228853	11.77533492
brca_metabric	MB-3383	5.785156468	10.29789018	5.466475018	6.423317197	6.276899226	7.400745683	6.431050634	6.678959102
brca_metabric	MB-3386	6.690657982	13.84544799	5.067703505	6.453383588	6.356613432	8.511317008	11.57744082	12.07874857
brca_metabric	MB-3388	12.18916525	10.72274792	6.610055317	6.124768936	6.106816194	10.42228548	11.72852458	12.25217176
brca_metabric	MB-3389	11.54720927	10.85920546	5.531804834	5.911823605	6.5293255	10.05595637	12.29117988	11.31052344
brca_metabric	MB-3395	6.148394492	9.657040449	5.452643466	6.674842507	6.088788898	6.896237289	7.496539351	7.615869991
brca_metabric	MB-3396	6.389748789	9.912890518	5.372074715	6.029173574	5.680499291	6.737559816	10.33673271	9.761729911
brca_metabric	MB-3402	10.24831281	11.88035699	8.205787655	6.53423313	6.324569954	9.739490916	11.32155473	11.71154129
brca_metabric	MB-3403	9.823984167	10.49658904	7.396396844	6.529427122	6.403646598	9.934232472	11.48099882	11.30236804
brca_metabric	MB-3412	10.94282687	10.68856724	5.738059655	6.152381937	6.335019392	10.08219848	11.39724423	12.20397147
brca_metabric	MB-3417	12.74016712	10.33021981	8.709237392	6.222458248	6.031962499	10.24943277	12.59502084	12.99348874
brca_metabric	MB-3429	7.726837132	11.00879281	5.444870497	5.767614355	6.229483958	9.122258362	10.83006656	11.7654581
brca_metabric	MB-3430	10.31925614	10.74929231	7.090401158	6.017135692	5.972884391	9.807308888	12.09088818	11.71964351
brca_metabric	MB-3435	6.954182987	14.21023843	5.319883663	6.035885866	5.88495565	8.598768609	11.54634881	11.95357942
brca_metabric	MB-3436	10.22702697	9.888552348	8.437959769	6.322435504	6.534325429	9.243267776	12.0509319	12.60209237
brca_metabric	MB-3437	12.34440261	9.766774633	6.892439435	6.134457427	5.860120217	10.51501823	12.55742033	11.86656362
brca_metabric	MB-3439	10.03149639	10.18182698	6.612446205	6.322805524	6.528300254	9.847293718	11.45822368	12.15035688
brca_metabric	MB-3450	11.89574123	10.75778801	7.054069438	7.009003275	5.938748545	11.64790415	11.86941207	11.63219989
brca_metabric	MB-3452	9.96804524	10.00495333	5.324801089	5.636211039	6.015159243	9.675114804	11.00732444	10.96480728
brca_metabric	MB-3453	6.011115348	10.39966957	5.196353011	6.629277135	8.708395511	7.85152035	10.68580753	10.90849715
brca_metabric	MB-3459	10.08669011	10.6892807	5.873877936	6.223858199	5.965759511	9.917441299	10.91998614	11.19653394
brca_metabric	MB-3462	10.46261747	10.27540154	8.390291942	6.215383468	6.370922209	10.63638987	11.54562255	12.26691863
brca_metabric	MB-3466	10.41106974	10.46551734	6.099670528	6.057377433	6.225662563	9.892466942	11.56583109	12.05451758
brca_metabric	MB-3467	5.888269736	14.36558091	5.377711607	5.847321343	6.178955982	7.354156243	10.47619625	9.658969584
brca_metabric	MB-3470	6.14378439	13.49419222	5.180967726	6.113219911	6.194938918	8.045825618	10.76109192	11.37769621
brca_metabric	MB-3476	6.753545262	10.37534662	5.133516693	6.847022117	6.260233354	8.530044418	5.637850989	6.792742256
brca_metabric	MB-3479	8.460516559	9.633811171	6.10614095	6.09455594	5.566482638	8.249651837	9.469178896	10.50486377
brca_metabric	MB-3487	10.2678794	10.64427113	5.668714529	5.994669919	5.793478048	11.42841039	12.12530462	13.1327286
brca_metabric	MB-3488	7.987557243	13.9299861	5.232281787	5.440993512	6.332855181	8.051253258	11.3816673	12.21503771
brca_metabric	MB-3490	10.29079597	10.73215804	7.299401814	6.679431027	5.895608208	10.03057114	12.36867148	11.39142342
brca_metabric	MB-3492	11.24615767	10.48820983	7.200805147	5.986010249	6.321102719	9.573445695	11.45572089	10.92559914
brca_metabric	MB-3497	5.977274559	13.90881262	5.12353077	5.544157545	5.884600931	7.634671419	10.81235844	11.02135013
brca_metabric	MB-3500	5.458536904	8.646378531	5.341845368	5.616065088	6.235803827	6.442622831	6.587654785	5.993594307
brca_metabric	MB-3502	6.762523051	10.26559715	5.387787251	6.62264518	6.136394424	6.659180303	6.57172576	7.413847013
brca_metabric	MB-3506	10.06153515	9.392427673	6.467657541	6.072204729	5.857112162	10.03565962	11.34545914	11.72560084
brca_metabric	MB-3510	12.22478498	10.8255338	7.073936512	6.419095188	5.900033816	10.979098	12.19985646	12.56651134
brca_metabric	MB-3525	10.83620885	10.25522642	5.390694887	5.583796145	6.198330937	9.172141449	11.39135013	11.97598387
brca_metabric	MB-3526	10.21016874	11.60085117	5.474715657	6.034095968	5.862418484	9.773698654	10.94534209	11.75514547
brca_metabric	MB-3528	6.229338902	13.28072517	5.158201488	5.898108032	5.647475187	9.025258946	11.45967958	11.68640063
