STUDY_ID	SAMPLE_ID	ESR1	ERBB2	PGR	TP53	PIK3CA	GATA3	FOXA1	MLPH
brca_metabric	MB-0126	11.69666896	9.700584583	6.964241958	6.221386923	5.683340984	10.75229105	12.17960654	11.49830545
brca_metabric	MB-0127	7.3834205	11.01117439	5.368213888	5.877771981	5.997609543	8.749941211	10.91258083	11.73254129
brca_metabric	MB-0128	9.810027912	9.808182421	6.937857392	6.342946464	5.677048196	10.30204908	11.14324606	12.02048856
brca_metabric	MB-0129	6.217352996	13.4953148	5.582046322	5.678389972	6.556856618	7.141057585	10.47406049	10.33105127
brca_metabric	MB-0130	9.433424023	14.22723922	5.214174707	6.075942442	6.038994665	9.851156985	11.45762079	12.00804417
brca_metabric	MB-0131	10.82557964	11.30938286	5.423292128	6.383477396	5.424415083	11.83880195	12.23470746	12.59569472
brca_metabric	MB-0133	10.89484338	10.86974365	5.596964459	6.525875724	5.253357573	11.69141683	11.99345031	12.38375615
brca_metabric	MB-0134	10.76116531	7.79756188	5.545758076	6.581808464	6.001410352	11.00712208	11.92378636	12.32014696
brca_metabric	MB-0135	12.22111643	9.910222812	8.094894512	6.161562318	5.972874788	10.49414615	11.61114218	12.7543177
brca_metabric	MB-0136	10.45963796	9.99170773	6.599037068	5.824637201	5.985898102	10.82131693	11.38261037	11.48073663
brca_metabric	MB-0138	9.955655919	10.65383061	7.074675216	6.148856568	5.848341219	10.60939847	11.8464082	12.60330948
brca_metabric	MB-0139	11.28113854	10.74211327	8.360286976	6.466538	5.662793093	9.33628441	11.55454578	12.551977
brca_metabric	MB-0140	10.83270515	10.36240361	5.273848355	5.692616889	6.035560938	10.24986488	12.19395102	12.61207558
brca_metabric	MB-0142	9.792387014	10.26013194	6.384507102	5.575505857	5.928007463	11.61113509	12.12166286	12.92431349
brca_metabric	MB-0143	10.49923667	10.47977496	5.362110982	6.190036379	5.635041802	10.55270072	11.93975468	12.23744956
brca_metabric	MB-0144	8.994957011	10.31048021	6.074494114	6.563540968	6.025915384	9.488306362	11.95063317	11.80080078
brca_metabric	MB-0145	11.01193916	10.86958423	6.199714268	6.101881179	5.709607558	10.59171253	12.05291741	12.27325832
brca_metabric	MB-0146	11.15077179	11.07850284	5.354103952	5.973234447	5.738673974	10.92253592	12.20935529	13.08469873
brca_metabric	MB-0147	10.38491175	10.85596725	6.540470405	5.977234639	5.565339355	11.06088439	10.78102637	11.97758802
brca_metabric	MB-0148	6.067310167	13.37439029	5.17972083	5.750382171	6.134400818	8.236791643	11.021007	11.36542647
brca_metabric	MB-0149	5.433376034	10.32580346	5.297672908	7.628977052	6.128370456	5.460643032	6.798133803	7.265992596
brca_metabric	MB-0150	8.009486494	10.62074507	5.358884199	5.98596151	5.670188755	7.452652404	5.333138979	7.100335856
brca_metabric	MB-0151	10.95400078	11.11045221	7.366872742	5.999860315	5.646178371	10.72953282	11.26252057	12.43965199
brca_metabric	MB-0152	5.4398651	13.36113281	5.440203573	5.977386818	5.995928312	7.204481974	11.02587979	11.44460486
brca_metabric	MB-0153	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0154	9.227270386	10.65081478	5.682419166	6.029853957	5.888952825	11.24395359	11.61070684	11.80186855
brca_metabric	MB-0155	8.243275695	10.40297109	5.534607552	6.30334636	5.730137315	9.395233389	10.63622966	11.25321759
brca_metabric	MB-0156	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0157	6.521858745	9.979533935	5.526686538	6.230211939	5.951204243	6.946350833	7.467101797	8.812135179
brca_metabric	MB-0158	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0159	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0160	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0162	10.27179501	10.95075615	8.195988964	6.026085089	6.062662818	10.91890735	11.73171104	12.41180512
brca_metabric	MB-0163	5.440949247	9.074426075	5.220143835	5.362674862	5.813071915	6.18892951	6.090786334	7.748953759
brca_metabric	MB-0164	5.904331649	9.111606524	5.440098772	7.030305833	6.259410086	7.418688748	6.480835527	9.174752102
brca_metabric	MB-0165	9.717670442	12.41555943	5.599265975	6.304398353	5.881655988	9.028177816	11.30310152	11.96522133
brca_metabric	MB-0166	9.196104859	11.18253398	6.286482785	6.135897454	5.625126566	11.17028408	11.87203897	12.72779483
brca_metabric	MB-0167	9.37626392	10.39700955	6.181144735	6.094351709	5.92333645	10.40781161	11.69217574	12.13221397
brca_metabric	MB-0168	8.930273391	10.48228603	5.424203516	5.643255873	5.537530065	9.545747093	10.89748056	10.84118269
brca_metabric	MB-0169	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0170	9.991892519	11.21632377	5.327246285	5.733906708	5.631250389	10.49864356	11.4529334	12.09216808
brca_metabric	MB-0171	11.11666426	10.01984461	5.408352561	6.329349595	5.61981632	9.440627153	10.95940014	11.91256802
brca_metabric	MB-0172	11.13295717	10.5475737	7.418890566	5.978152576	5.972394317	10.98100682	11.69856947	12.43778349
brca_metabric	MB-0173	12.02491772	9.107112361	6.328774492	6.253313576	5.685832034	9.998866928	11.44810992	11.96783509
brca_metabric	MB-0174	5.559450876	8.422134272	5.486378195	6.428213217	6.040575594	6.394895633	5.995740245	7.194754844
brca_metabric	MB-0175	10.39379733	9.491971378	5.251403438	6.643967922	6.11885795	11.19681613	12.25213478	12.39176832
brca_metabric	MB-0176	9.854641967	10.90458851	7.186448898	6.176069941	5.754598482	9.751347728	11.31556727	11.3862272
brca_metabric	MB-0177	9.922041288	10.76797581	6.860185002	6.211071882	5.57169868	9.557697329	11.04002659	12.26480163
brca_metabric	MB-0178	11.35308968	10.75258218	5.973550615	5.428042504	5.791283318	9.264159875	11.6484341	11.46018749
brca_metabric	MB-0179	7.253475601	11.85631072	5.376422977	6.349880878	5.692433084	6.864862602	8.833792681	8.865369132
brca_metabric	MB-0180	10.6696597	10.43427664	8.554407469	6.469034141	5.448781488	10.97243078	11.90843684	13.11129368
brca_metabric	MB-0181	11.86367347	9.378903534	7.934481314	6.391476972	5.840746677	10.26685952	11.09279637	11.69410728
brca_metabric	MB-0184	12.2639242	8.812771915	8.328275277	5.98561968	5.641558982	10.11479865	11.7347036	11.62388399
brca_metabric	MB-0185	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0188	7.24946186	10.23318388	5.16428091	5.919812561	6.100124739	10.34660955	12.10943048	12.15279347
brca_metabric	MB-0189	8.628503208	10.58443757	5.312259722	5.86931185	6.0061292	9.976778817	10.88895612	11.41166624
brca_metabric	MB-0191	6.069393911	10.08292737	5.346540982	7.157953092	6.4294008	6.091505731	5.478487109	7.467388255
brca_metabric	MB-0192	9.475111918	9.042389651	5.726883182	6.241383564	5.902847095	8.745641179	10.74844864	11.0717694
brca_metabric	MB-0193	9.283498646	10.17294441	8.495517244	6.326350399	5.468702376	10.87640669	11.70963871	12.73260268
brca_metabric	MB-0194	8.205776378	10.79779107	5.929050754	5.844113776	5.961794488	9.525299759	11.31265656	11.48208954
brca_metabric	MB-0195	11.18746037	11.37370786	5.216012856	5.821184085	5.744201684	10.89018612	11.69269131	11.43958132
brca_metabric	MB-0197	9.717991664	10.34420097	6.271848186	5.889408485	5.722719892	9.757143833	10.90052581	11.2035418
brca_metabric	MB-0198	9.879163871	9.826471695	7.982560917	6.409646049	5.937323917	9.428962661	11.34195375	11.26700558
brca_metabric	MB-0199	10.44032098	11.33554676	6.613647642	5.661261398	5.54517658	10.64195429	11.75572087	12.57245646
brca_metabric	MB-0200	5.841049831	9.814373416	5.220288988	5.494730086	6.258560283	7.096894601	5.930559463	6.360465201
brca_metabric	MB-0201	5.746250943	14.27541743	4.986742273	6.604089197	5.493868603	8.570324471	10.83028994	10.22826696
brca_metabric	MB-0202	8.9270205	9.95179161	6.605613377	5.789797019	5.471682448	10.22322319	11.73347763	10.71918827
brca_metabric	MB-0203	11.29666454	10.23963641	6.710093005	5.868763126	5.877968529	9.499260895	11.15871843	11.1184269
brca_metabric	MB-0204	9.185450807	10.54167948	5.352124928	6.240877892	5.790144913	9.510230045	11.31944139	11.19662722
brca_metabric	MB-0205	9.605266819	10.19175225	5.706030587	5.96393002	5.904335407	10.37158722	10.81427639	11.6236026
brca_metabric	MB-0206	5.549892411	8.742506891	5.170258462	6.597556071	5.481952277	7.166754072	6.672091867	6.408581275
brca_metabric	MB-0207	9.141040855	10.27123095	8.119437868	6.459207304	5.778040002	10.5253245	11.91885222	12.04635907
brca_metabric	MB-0209	7.912134642	8.190453271	5.644636787	5.938501107	6.391960708	7.41185698	8.26627496	9.460084706
brca_metabric	MB-0210	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0211	6.898344107	9.770485397	5.430016838	5.408699735	5.474659882	9.315489406	9.568606266	10.64438072
brca_metabric	MB-0214	7.335147707	9.040732374	5.381311818	7.145026398	6.162795709	7.685705041	7.905723076	8.629030757
brca_metabric	MB-0215	10.66547482	9.46985081	6.932856236	6.38208116	6.147073016	9.687205938	11.5993805	11.79256029
brca_metabric	MB-0218	9.703764337	10.33030701	6.977419448	5.901089805	5.870208833	10.14724539	11.43638386	11.16938092
brca_metabric	MB-0220	6.809041693	11.99552156	5.436356018	6.47039389	6.26148772	8.255094667	9.213922654	9.897026121
brca_metabric	MB-0221	6.298393805	11.4611014	5.388323989	6.398397216	5.87665575	6.622668991	11.64458826	11.52335375
brca_metabric	MB-0222	9.107433661	9.142952682	6.381965534	5.975330151	6.125892134	9.699531826	10.90359682	11.31184697
brca_metabric	MB-0223	9.235158063	11.39691822	5.500931759	5.751888435	5.559428945	10.95312107	11.30365441	12.34279397
brca_metabric	MB-0224	8.730309253	10.6401659	6.729441233	5.962801052	5.755099075	10.02225729	11.35175675	11.99926681
brca_metabric	MB-0225	8.778240565	14.19501565	5.30447572	5.90712673	6.31645061	9.92440001	12.02847142	11.21747229
brca_metabric	MB-0226	9.518389228	10.66379645	6.904553908	6.221858483	5.865407821	11.74815265	11.94734307	12.16176088
brca_metabric	MB-0227	10.1509876	10.8253398	8.854968021	6.179749328	6.214798787	10.68514772	11.39013212	12.0912948
brca_metabric	MB-0228	10.47039647	10.54917286	7.483393916	6.110121099	6.000368542	9.544843246	11.44604857	12.2303662
brca_metabric	MB-0229	9.700075209	10.59398096	8.227054646	6.655510086	6.035448643	10.43527646	11.66655468	11.93543807
brca_metabric	MB-0230	5.793214629	14.46428166	5.392806284	6.653324584	5.525565178	8.235936686	11.26325551	11.79430066
brca_metabric	MB-0231	11.22514204	11.27885337	5.450481778	5.841873184	6.195322293	9.92813213	11.7998835	11.74000873
brca_metabric	MB-0232	9.626452481	11.26536228	8.248077867	6.49575741	5.704094532	10.90626769	11.87936824	12.75807416
brca_metabric	MB-0233	10.99104028	10.08059619	7.718941701	6.002335768	6.190276911	9.491201792	11.23373941	11.83991668
brca_metabric	MB-0234	9.637664767	9.734413379	7.469211913	6.246142209	5.840244408	10.31194718	11.83317809	12.33706913
brca_metabric	MB-0235	9.795353326	10.82440154	8.53778608	5.980316867	5.750208408	10.13278455	11.71319519	12.47113051
brca_metabric	MB-0236	9.849151157	13.4653159	7.123503785	6.331301744	6.063121499	9.106692355	11.41574613	11.52962769
brca_metabric	MB-0238	6.147522405	11.22041559	5.339204997	6.730121291	5.809492846	8.366465458	6.490973277	7.511845209
brca_metabric	MB-0239	9.943467173	10.00428823	9.516578875	5.414433611	5.839043539	10.70081913	11.49006966	12.15554061
brca_metabric	MB-0241	7.890586661	10.64028084	5.521645568	6.086217183	5.671031827	9.126813569	10.32860744	11.29668091
brca_metabric	MB-0242	10.05975528	10.1755405	8.519893996	6.53886374	5.658989028	9.848810276	11.26994787	11.61232835
brca_metabric	MB-0243	11.06109289	10.54968156	7.558818672	6.104963063	5.600706681	10.42709785	11.59957443	12.15572534
brca_metabric	MB-0244	10.61900741	9.680157786	8.1056067	6.032546491	5.70105521	9.026788979	11.52178234	11.68463688
brca_metabric	MB-0245	9.978414083	9.930286455	5.591277627	6.338234837	6.85958721	9.780844284	11.29615381	11.95229425
brca_metabric	MB-0247	9.098525079	9.903563243	7.58520004	6.067879115	5.974625529	8.85269369	10.52854698	11.05163568
brca_metabric	MB-0248	11.19735924	11.27378055	6.525529035	6.828690313	5.80620842	11.60215266	11.7984927	13.05852759
brca_metabric	MB-0249	5.928245372	11.32076243	5.192254947	6.292834799	5.771989324	7.839393191	10.56287322	10.96560623
brca_metabric	MB-0253	12.21472058	9.167835818	7.977326771	6.402571748	5.532509394	10.92226702	12.21784486	11.75213069
brca_metabric	MB-0256	8.749461521	10.49121055	7.799356628	5.830170701	5.806470783	10.34855051	11.68491239	11.66560404
brca_metabric	MB-0257	11.26280474	11.14997712	5.543204925	6.801367596	5.932886157	10.19853164	11.93330184	12.20637916
brca_metabric	MB-0258	11.27348589	10.95174296	6.977673873	6.021470513	5.711578019	10.34986868	11.95070448	12.26031056
brca_metabric	MB-0259	5.63344307	11.08449556	5.404156252	6.984618131	5.768634092	6.00281008	6.532188306	5.746764902
brca_metabric	MB-0260	11.39626412	9.66511076	6.799082156	6.063592548	6.331968496	9.744968232	11.23662506	11.28340615
brca_metabric	MB-0261	11.01590676	9.667041732	8.456114157	6.183810689	5.711881163	9.985249236	11.38882899	12.57103884
brca_metabric	MB-0262	10.00617291	9.624791829	5.546309853	6.180530599	5.753338324	9.668998671	11.07942429	10.48004406
brca_metabric	MB-0263	11.78766637	10.31043561	5.850233364	5.912878525	5.963684299	10.51340514	11.46531668	10.4691478
brca_metabric	MB-0264	9.180807695	10.94394215	5.421312171	6.542910269	5.792461187	10.34579432	11.10605027	11.65553126
brca_metabric	MB-0265	7.575530364	9.852394183	5.704498389	6.566776798	6.167816353	8.208816569	10.10439523	9.440933159
brca_metabric	MB-0266	10.1684295	10.11785903	7.160199814	6.48206262	6.103069123	9.706428435	11.07764333	11.50718541
brca_metabric	MB-0268	11.61906369	10.89810143	7.185799885	5.658474115	6.132664318	9.746346119	11.91570301	11.45086721
brca_metabric	MB-0269	5.923204956	8.410029403	5.312108571	6.195574041	5.890888898	5.685330899	5.561847664	6.810202715
brca_metabric	MB-0270	9.479664936	10.50177964	7.107529539	6.751936851	5.651887144	10.35678577	11.7411545	13.35553201
brca_metabric	MB-0272	10.43807743	10.5873379	5.529990537	6.215821364	5.714823484	9.930515067	12.09261778	11.99356078
brca_metabric	MB-0273	11.3540529	10.81128592	5.398607332	6.335409737	5.592698838	10.60568359	11.41845258	12.0771516
brca_metabric	MB-0275	8.993027772	10.60912417	5.597819712	6.251612576	5.93789174	8.498469839	10.34857603	11.40481148
brca_metabric	MB-0278	7.310607384	9.458638947	5.486112327	6.996261347	6.493671321	7.055776045	6.318809531	6.68441854
brca_metabric	MB-0279	9.945929833	10.29080461	5.871798438	6.064283987	5.856777071	10.17651758	10.60608229	11.27449285
brca_metabric	MB-0280	10.92632104	10.30130092	8.796892278	6.426970748	5.338321773	10.02656805	11.87872875	13.03150052
brca_metabric	MB-0281	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0282	10.73514407	10.40963153	6.093772278	6.093801937	6.087880232	10.58593599	11.74909846	11.96399991
brca_metabric	MB-0283	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0284	6.303684702	9.640237302	5.526921392	6.523486707	6.104059419	6.365596495	6.985838788	8.198770011
brca_metabric	MB-0285	8.189097599	8.744685174	6.035417288	5.468159102	5.939487634	8.252602257	9.160399855	9.728972443
brca_metabric	MB-0286	8.518660966	10.03685777	5.671950222	5.89645394	6.224004673	8.31596605	10.23998191	11.04837084
brca_metabric	MB-0287	9.492748756	10.90899873	5.395012971	6.241767846	5.990319934	10.91932689	12.31804624	11.98221714
brca_metabric	MB-0288	10.68930564	13.04145101	5.316724048	6.350053388	5.446377118	11.13857872	10.95542613	12.08006429
brca_metabric	MB-0289	6.895310111	7.582490911	5.393726021	6.41263152	6.369393307	6.037010554	5.865342187	7.139286013
brca_metabric	MB-0290	9.343693225	10.55435837	7.217359405	6.037439732	6.006593484	12.26593003	12.10448423	12.61733848
brca_metabric	MB-0291	9.433868982	13.54482561	6.36331349	5.99743513	5.757484751	9.354273593	11.61836889	11.87075779
brca_metabric	MB-0292	5.977262636	10.49871333	5.48432247	5.463859849	5.558508921	8.702832858	10.82064456	11.22139881
brca_metabric	MB-0293	8.778084504	9.819965549	5.454532548	6.257513412	5.967564627	9.381312243	9.822494394	10.40395546
brca_metabric	MB-0294	7.436651833	11.83020672	5.379693152	5.86494645	5.949179493	8.204066857	10.46796497	11.12491123
brca_metabric	MB-0295	10.19453207	10.86741758	8.512267982	6.182068728	5.369876331	10.18263367	11.9240497	12.27492671
brca_metabric	MB-0299	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0301	11.13215091	10.9237466	6.485543612	6.612804751	6.141670376	9.953262799	11.73803364	11.84859284
brca_metabric	MB-0302	8.276886829	10.56649592	5.129985332	6.359683329	5.947894805	9.695726961	10.92088178	11.95101848
brca_metabric	MB-0303	7.033025327	8.978105084	5.459917016	6.601548391	6.321299054	8.38281236	5.986024215	7.727204416
brca_metabric	MB-0304	11.80370322	9.81751952	7.927907462	6.49932618	5.570639274	10.74741477	11.02406175	10.8020951
brca_metabric	MB-0305	9.701943999	9.936553798	6.118777834	6.326423393	5.659982625	9.672113598	11.25937064	11.65761022
brca_metabric	MB-0306	9.898537488	9.774467662	5.943666012	6.558214141	5.677679907	9.815832728	11.42149473	12.13185796
brca_metabric	MB-0307	7.670847634	13.1602335	5.311578198	5.931500566	6.243124566	9.397233106	10.5183516	11.13846671
brca_metabric	MB-0308	10.93943262	10.67866214	5.760572775	6.746275149	5.2532234	10.70003495	11.89660762	12.18603636
brca_metabric	MB-0309	9.547421777	10.60333794	7.03385606	6.325399625	5.998033127	10.15120752	11.90708887	12.579111
brca_metabric	MB-0310	10.80600957	9.883640036	6.576497739	6.231293191	5.756921905	10.11096877	11.24456613	11.37308646
brca_metabric	MB-0311	11.24596064	11.36115484	5.445496348	6.301783057	6.44757102	9.370963384	12.03504737	11.16321795
brca_metabric	MB-0312	11.23573061	10.47775592	7.928446558	6.418809267	5.483703256	10.53653963	11.62071482	11.30768576
brca_metabric	MB-0313	10.15650683	9.988079734	6.160463496	6.836009062	6.51159321	10.73103938	11.7510296	10.52786247
brca_metabric	MB-0314	5.731712496	14.24125899	5.090305845	5.634556997	6.185478047	8.418384652	11.57995711	11.60297249
brca_metabric	MB-0315	10.13287768	10.09642395	5.10332196	5.777942016	5.420142576	10.76701252	11.03062924	12.09298229
brca_metabric	MB-0316	6.449696484	9.537822223	5.373466478	6.946661361	6.083155538	7.601193079	5.522746635	9.620493104
brca_metabric	MB-0317	9.992909	10.2830146	7.015636967	6.723614033	5.320089062	10.79879226	12.03639139	11.99122548
brca_metabric	MB-0318	6.008375527	10.69396177	5.167305236	7.267734248	5.749866242	5.835991956	7.182675773	6.762139978
brca_metabric	MB-0319	12.17691791	9.873257259	5.284373285	6.048705005	5.443815947	11.77019633	11.82756387	12.93543134
brca_metabric	MB-0320	8.716372764	10.65103431	7.36236629	6.035282191	5.783762632	9.869873464	11.37153879	12.45684384
brca_metabric	MB-0321	8.820317755	10.69056892	6.471887909	6.476590572	5.880005487	10.67696966	11.01029078	12.28777611
brca_metabric	MB-0322	10.34137143	11.10559038	5.131130484	5.892585482	5.843604252	10.83991169	11.66808834	12.67151781
brca_metabric	MB-0324	10.47207012	11.16912115	5.945538622	6.08098223	5.971630169	10.11601897	11.94852872	11.92484957
brca_metabric	MB-0325	13.01501501	8.802875405	6.917801345	5.913159035	5.408982955	9.825588784	11.91143628	11.04608919
brca_metabric	MB-0326	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0327	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0328	12.11310146	10.06196829	7.838284968	6.424038038	5.637855692	10.42970443	12.02404959	11.84350226
brca_metabric	MB-0329	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0333	NA	NA	NA	NA	NA	NA	NA	NA
brca_metabric	MB-0336	11.21799179	10.59986367	7.874823263	6.061400611	5.867560775	9.448178315	11.65378814	11.07850099
brca_metabric	MB-0339	11.87306048	9.907385675	6.359176297	6.210415729	5.615888235	10.97069314	12.08683297	11.76978434
brca_metabric	MB-0340	5.738255738	9.496845482	5.497972071	7.163661747	6.383847579	7.424150096	5.456450502	9.373456619
brca_metabric	MB-0341	9.544145442	9.872967456	6.797802411	6.693875649	6.391049086	9.903051693	11.32978567	12.3672071
brca_metabric	MB-0342	10.09355952	9.986596081	5.908925646	6.40577746	5.864899579	9.926552725	10.99011778	12.12924828
brca_metabric	MB-0343	11.49514068	10.45844604	6.102227506	5.768530239	6.121864285	11.30086882	11.46284528	13.20883072
